year	month	day	hour	minute	second	TSG2.SBE21.Salinity	WEATHER.PBWWI.DewPointPort	WEATHER.PBWWI.AirTempPort	WEATHER.PBWWI.WaterTempPort	WEATHER.PBWWI.TrueWindDir	WEATHER.PBWWI.HumidityPort	WEATHER.PBWWI.RelWindSpeed	WEATHER.PBWWI.TrueWindSpeed	WEATHER.PBWWI.LwRadiation	WEATHER.PBWWI.GlobalRadiation	CNAV2.GPGGA.Latitude	CNAV2.GPGGA.Longitude
mean	mean	mean	mean	mean	mean	PSU	°C	°C	°C	deg	%	m/s	m/s	W/m²	W/m²	°	°
2020	01	18	13	27	00	35.7907	22.10	26.50	27.50	57.00	76.00	13.60	9.00	415.00	797.00	13.29	-59.16
2020	01	18	13	28	00	35.7904	21.90	26.40	27.40	68.00	76.00	14.10	9.30	412.00	753.00	13.29	-59.15
2020	01	18	13	29	00	35.7911	21.50	26.40	27.40	70.00	74.00	14.20	9.60	405.00	706.00	13.29	-59.15
2020	01	18	13	30	00	35.7920	21.70	26.40	27.40	67.00	75.00	13.50	9.00	401.00	700.00	13.29	-59.15
2020	01	18	13	31	00	35.7935	21.70	26.50	27.40	67.00	75.00	13.40	8.90	399.00	711.00	13.29	-59.15
2020	01	18	13	32	00	35.7943	21.80	26.50	27.40	66.00	75.00	13.70	9.20	407.00	755.00	13.29	-59.15
2020	01	18	13	33	00	35.7956	21.80	26.40	27.40	66.00	75.00	13.70	9.40	410.00	544.00	13.29	-59.14
2020	01	18	13	34	00	35.7964	21.70	26.40	27.40	61.00	75.00	13.70	9.20	406.00	277.00	13.29	-59.14
2020	01	18	13	35	00	35.7972	21.80	26.40	27.40	62.00	76.00	13.40	8.90	405.00	453.00	13.29	-59.14
2020	01	18	13	36	00	35.7974	22.10	26.40	27.40	64.00	77.00	14.10	9.50	406.00	758.00	13.29	-59.14
2020	01	18	13	37	00	35.7968	22.00	26.30	27.40	64.00	77.00	13.50	8.80	409.00	704.00	13.30	-59.13
2020	01	18	13	38	00	35.7939	22.20	26.30	27.40	60.00	78.00	14.40	9.60	424.00	293.00	13.30	-59.13
2020	01	18	13	39	00	35.7912	21.80	26.20	27.40	62.00	76.00	15.10	10.40	425.00	629.00	13.30	-59.13
2020	01	18	13	40	00	35.7906	21.30	26.30	27.40	62.00	73.00	14.80	10.20	416.00	862.00	13.30	-59.13
2020	01	18	13	41	00	35.7899	21.20	26.30	27.40	61.00	73.00	14.30	9.90	407.00	730.00	13.30	-59.12
2020	01	18	13	42	00	35.7901	21.10	26.40	27.40	61.00	72.00	14.30	9.70	397.00	713.00	13.30	-59.12
2020	01	18	13	43	00	35.7907	21.30	26.40	27.40	61.00	73.00	13.50	8.90	393.00	710.00	13.30	-59.12
2020	01	18	13	44	00	35.7917	21.40	26.40	27.40	60.00	73.00	13.60	9.10	391.00	703.00	13.30	-59.12
2020	01	18	13	45	00	35.7930	21.40	26.40	27.40	62.00	74.00	13.20	8.70	390.00	701.00	13.30	-59.12
2020	01	18	13	46	00	35.7937	21.50	26.40	27.40	57.00	74.00	14.00	9.50	390.00	703.00	13.30	-59.11
2020	01	18	13	47	00	35.7954	21.20	26.30	27.40	56.00	73.00	14.50	9.90	390.00	708.00	13.31	-59.11
2020	01	18	13	48	00	35.7943	21.30	26.30	27.40	59.00	74.00	13.80	9.20	390.00	709.00	13.31	-59.11
2020	01	18	13	49	00	35.7930	21.40	26.30	27.40	63.00	74.00	13.10	8.50	390.00	708.00	13.31	-59.11
2020	01	18	13	50	00	35.7917	21.60	26.20	27.40	58.00	75.00	13.60	9.00	390.00	710.00	13.31	-59.10
2020	01	18	13	51	00	35.7910	21.50	26.20	27.40	60.00	75.00	13.40	8.70	390.00	716.00	13.31	-59.10
2020	01	18	13	52	00	35.7907	21.40	26.20	27.40	56.00	74.00	14.30	9.60	391.00	717.00	13.31	-59.10
2020	01	18	13	53	00	35.7900	21.60	26.30	27.40	60.00	75.00	13.50	8.80	390.00	721.00	13.31	-59.10
2020	01	18	13	54	00	35.7877	21.50	26.30	27.40	59.00	74.00	13.00	8.30	390.00	724.00	13.31	-59.09
2020	01	18	13	55	00	35.7877	21.60	26.40	27.40	60.00	75.00	13.10	8.50	390.00	724.00	13.31	-59.09
2020	01	18	13	56	00	35.7872	21.50	26.40	27.40	59.00	74.00	13.70	9.00	391.00	727.00	13.32	-59.09
2020	01	18	13	57	00	35.7875	21.70	26.40	27.40	57.00	75.00	13.90	9.00	391.00	730.00	13.32	-59.09
2020	01	18	13	58	00	35.7876	21.50	26.40	27.40	58.00	74.00	13.80	9.00	391.00	733.00	13.32	-59.08
2020	01	18	13	59	00	35.7866	21.70	26.40	27.50	56.00	75.00	13.70	8.90	392.00	735.00	13.32	-59.08
2020	01	18	14	00	00	35.7856	22.00	26.50	27.40	58.00	76.00	13.00	8.30	393.00	744.00	13.32	-59.08
2020	01	18	14	01	00	35.7863	22.10	26.40	27.40	53.00	76.00	14.10	9.50	396.00	764.00	13.32	-59.08
2020	01	18	14	02	00	35.7870	22.00	26.40	27.50	53.00	76.00	14.50	9.70	403.00	762.00	13.32	-59.08
2020	01	18	14	03	00	35.7884	22.10	26.40	27.40	56.00	77.00	14.40	9.60	411.00	551.00	13.32	-59.07
2020	01	18	14	04	00	35.7902	22.10	26.40	27.50	55.00	76.00	14.00	9.30	420.00	910.00	13.32	-59.07
2020	01	18	14	05	00	35.7908	22.40	26.40	27.50	47.00	78.00	13.90	9.50	433.00	780.00	13.33	-59.07
2020	01	18	14	06	00	35.7906	22.30	26.40	27.50	49.00	78.00	14.60	10.00	438.00	396.00	13.33	-59.07
2020	01	18	14	07	00	35.7916	22.20	26.30	27.50	51.00	78.00	14.70	10.00	435.00	461.00	13.33	-59.06
2020	01	18	14	08	00	35.7911	21.90	26.30	27.50	53.00	77.00	15.20	10.50	431.00	350.00	13.33	-59.06
2020	01	18	14	09	00	35.7913	22.00	26.30	27.50	54.00	77.00	14.30	9.70	426.00	344.00	13.33	-59.06
2020	01	18	14	10	00	35.7906	22.20	26.40	27.50	54.00	77.00	14.00	9.20	423.00	353.00	13.33	-59.06
2020	01	18	14	11	00	35.7909	22.10	26.40	27.50	53.00	77.00	14.20	9.40	418.00	575.00	13.33	-59.05
2020	01	18	14	12	00	35.7925	22.20	26.40	27.50	55.00	77.00	14.40	9.70	412.00	941.00	13.33	-59.05
2020	01	18	14	13	00	35.7934	21.90	26.40	27.50	56.00	76.00	14.60	9.90	405.00	862.00	13.33	-59.05
2020	01	18	14	14	00	35.7939	22.10	26.40	27.50	54.00	77.00	14.60	10.20	399.00	820.00	13.34	-59.05
2020	01	18	14	15	00	35.7936	22.00	26.40	27.50	55.00	76.00	14.90	10.40	396.00	803.00	13.34	-59.04
2020	01	18	14	16	00	35.7936	22.00	26.40	27.50	54.00	76.00	14.70	10.10	394.00	802.00	13.34	-59.04
2020	01	18	14	17	00	35.7934	21.60	26.50	27.50	61.00	74.00	14.40	9.60	394.00	803.00	13.34	-59.04
2020	01	18	14	18	00	35.7929	21.80	26.40	27.50	58.00	75.00	14.60	9.90	393.00	798.00	13.34	-59.04
2020	01	18	14	19	00	35.7921	21.70	26.40	27.50	55.00	75.00	14.90	10.20	393.00	800.00	13.34	-59.04
2020	01	18	14	20	00	35.7929	21.70	26.40	27.50	56.00	75.00	15.00	10.40	392.00	795.00	13.34	-59.03
2020	01	18	14	21	00	35.7930	21.60	26.40	27.50	56.00	74.00	15.20	10.60	392.00	796.00	13.34	-59.03
2020	01	18	14	22	00	35.7938	21.70	26.40	27.50	55.00	75.00	15.10	10.50	392.00	796.00	13.34	-59.03
2020	01	18	14	23	00	35.7950	21.90	26.40	27.50	56.00	76.00	14.60	10.10	392.00	799.00	13.34	-59.03
2020	01	18	14	24	00	35.7956	21.90	26.40	27.40	57.00	76.00	14.20	9.70	393.00	798.00	13.35	-59.02
2020	01	18	14	25	00	35.7946	21.90	26.30	27.50	59.00	76.00	15.10	10.50	394.00	795.00	13.35	-59.02
2020	01	18	14	26	00	35.7945	22.00	26.30	27.50	56.00	77.00	15.30	10.60	394.00	805.00	13.35	-59.02
2020	01	18	14	27	00	35.7931	21.60	26.30	27.40	55.00	75.00	15.70	11.20	393.00	807.00	13.35	-59.02
2020	01	18	14	28	00	35.7935	21.70	26.30	27.40	55.00	76.00	15.60	11.20	394.00	811.00	13.35	-59.01
2020	01	18	14	29	00	35.7944	21.90	26.30	27.40	58.00	76.00	14.30	10.10	396.00	834.00	13.35	-59.01
2020	01	18	14	30	00	35.7931	22.10	26.30	27.40	60.00	77.00	13.80	9.40	398.00	823.00	13.35	-59.01
2020	01	18	14	31	00	35.7914	22.20	26.30	27.50	54.00	77.00	14.90	10.60	394.00	822.00	13.35	-59.01
2020	01	18	14	32	00	35.7910	22.00	26.30	27.40	54.00	77.00	15.30	10.90	396.00	766.00	13.35	-59.01
2020	01	18	14	33	00	35.7916	21.90	26.30	27.40	53.00	76.00	15.50	11.10	397.00	668.00	13.35	-59.00
2020	01	18	14	34	00	35.7914	22.00	26.30	27.50	55.00	77.00	15.40	10.90	397.00	832.00	13.36	-59.00
2020	01	18	14	35	00	35.7907	21.90	26.30	27.40	58.00	77.00	15.20	10.60	398.00	775.00	13.36	-59.00
2020	01	18	14	36	00	35.7897	21.80	26.30	27.40	59.00	76.00	15.00	10.40	396.00	857.00	13.36	-59.00
2020	01	18	14	37	00	35.7881	21.80	26.30	27.40	58.00	76.00	14.90	10.20	396.00	867.00	13.36	-58.99
2020	01	18	14	38	00	35.7871	21.80	26.30	27.40	58.00	76.00	15.20	10.60	397.00	785.00	13.36	-58.99
2020	01	18	14	39	00	35.7866	21.80	26.30	27.50	60.00	76.00	14.70	10.10	399.00	362.00	13.36	-58.99
2020	01	18	14	40	00	35.7858	21.90	26.30	27.50	57.00	76.00	15.50	10.90	397.00	858.00	13.36	-58.99
2020	01	18	14	41	00	35.7856	22.00	26.30	27.40	62.00	76.00	14.40	9.90	398.00	923.00	13.36	-58.98
2020	01	18	14	42	00	35.7835	21.90	26.40	27.40	62.00	76.00	14.30	9.80	397.00	894.00	13.36	-58.98
2020	01	18	14	43	00	35.7834	21.70	26.30	27.50	61.00	75.00	14.70	10.20	397.00	900.00	13.37	-58.98
2020	01	18	14	44	00	35.7824	21.50	26.30	27.40	59.00	74.00	15.10	10.60	397.00	664.00	13.37	-58.98
2020	01	18	14	45	00	35.7817	21.30	26.30	27.40	60.00	73.00	15.00	10.40	395.00	683.00	13.37	-58.98
2020	01	18	14	46	00	35.7823	21.60	26.40	27.40	64.00	74.00	13.40	8.80	395.00	889.00	13.37	-58.97
2020	01	18	14	47	00	35.7811	22.00	26.40	27.50	60.00	76.00	13.90	9.20	396.00	865.00	13.37	-58.97
2020	01	18	14	48	00	35.7799	21.60	26.40	27.40	62.00	75.00	14.20	9.60	396.00	808.00	13.37	-58.97
2020	01	18	14	49	00	35.7791	21.50	26.50	27.40	61.00	74.00	14.10	9.40	396.00	859.00	13.37	-58.97
2020	01	18	14	50	00	35.7786	21.50	26.40	27.40	61.00	74.00	14.50	9.90	396.00	853.00	13.37	-58.96
2020	01	18	14	51	00	35.7777	21.50	26.40	27.40	60.00	74.00	14.70	10.10	396.00	858.00	13.37	-58.96
2020	01	18	14	52	00	35.7778	21.70	26.40	27.40	56.00	75.00	14.20	9.60	398.00	885.00	13.37	-58.96
2020	01	18	14	53	00	35.7767	21.90	26.40	27.40	60.00	76.00	13.70	9.00	403.00	904.00	13.38	-58.96
2020	01	18	14	54	00	35.7775	22.20	26.50	27.50	61.00	77.00	13.50	8.90	417.00	824.00	13.38	-58.95
2020	01	18	14	55	00	35.7773	22.00	26.50	27.40	65.00	76.00	13.90	9.30	420.00	1027.00	13.38	-58.95
2020	01	18	14	56	00	35.7764	21.60	26.50	27.40	63.00	74.00	14.50	9.90	417.00	1002.00	13.38	-58.95
2020	01	18	14	57	00	35.7760	21.10	26.50	27.50	65.00	72.00	14.60	10.00	415.00	539.00	13.38	-58.95
2020	01	18	14	58	00	35.7767	21.30	26.50	27.50	64.00	73.00	14.10	9.50	415.00	297.00	13.38	-58.95
2020	01	18	14	59	00	35.7771	21.20	26.50	27.50	63.00	73.00	14.30	9.80	413.00	620.00	13.38	-58.94
2020	01	18	15	00	00	35.7760	21.40	26.50	27.40	59.00	73.00	14.60	10.10	409.00	848.00	13.38	-58.94
2020	01	18	15	01	00	35.7760	21.50	26.50	27.50	54.00	73.00	15.10	10.70	406.00	610.00	13.38	-58.94
2020	01	18	15	02	00	35.7754	21.40	26.40	27.40	54.00	74.00	15.40	11.00	402.00	314.00	13.39	-58.94
2020	01	18	15	03	00	35.7751	21.70	26.40	27.40	57.00	75.00	14.30	10.10	399.00	620.00	13.39	-58.93
2020	01	18	15	04	00	35.7741	21.50	26.50	27.50	60.00	74.00	14.30	10.00	401.00	948.00	13.39	-58.93
2020	01	18	15	05	00	35.7745	21.30	26.50	27.50	61.00	73.00	14.60	10.20	401.00	915.00	13.39	-58.93
2020	01	18	15	06	00	35.7751	21.20	26.50	27.40	58.00	72.00	15.00	10.70	397.00	890.00	13.39	-58.93
2020	01	18	15	07	00	35.7752	21.30	26.40	27.40	61.00	73.00	14.80	10.40	395.00	879.00	13.39	-58.93
2020	01	18	15	08	00	35.7757	21.20	26.40	27.40	62.00	73.00	15.20	10.80	395.00	883.00	13.39	-58.92
2020	01	18	15	09	00	35.7756	21.10	26.40	27.40	62.00	72.00	15.00	10.60	396.00	864.00	13.39	-58.92
2020	01	18	15	10	00	35.7757	21.10	26.40	27.50	64.00	72.00	14.60	10.20	397.00	904.00	13.39	-58.92
2020	01	18	15	11	00	35.7755	21.10	26.50	27.40	65.00	72.00	14.40	10.00	397.00	905.00	13.39	-58.92
2020	01	18	15	12	00	35.7749	20.70	26.50	27.40	61.00	70.00	15.30	10.90	396.00	901.00	13.40	-58.91
2020	01	18	15	13	00	35.7741	20.60	26.50	27.40	61.00	70.00	15.40	11.00	395.00	890.00	13.40	-58.91
2020	01	18	15	14	00	35.7722	21.20	26.50	27.40	61.00	72.00	14.70	10.30	395.00	889.00	13.40	-58.91
2020	01	18	15	15	00	35.7720	20.80	26.50	27.40	60.00	71.00	15.50	11.00	394.00	888.00	13.40	-58.91
2020	01	18	15	16	00	35.7729	20.50	26.50	27.50	59.00	69.00	15.40	10.90	394.00	887.00	13.40	-58.91
2020	01	18	15	17	00	35.7733	20.70	26.50	27.40	59.00	70.00	15.70	11.20	393.00	890.00	13.40	-58.90
2020	01	18	15	18	00	35.7732	20.50	26.50	27.40	60.00	69.00	15.40	10.90	393.00	891.00	13.40	-58.90
2020	01	18	15	19	00	35.7724	21.00	26.50	27.40	59.00	71.00	14.80	10.30	393.00	891.00	13.40	-58.90
2020	01	18	15	20	00	35.7723	21.20	26.50	27.50	63.00	72.00	14.60	10.10	393.00	892.00	13.40	-58.90
2020	01	18	15	21	00	35.7720	20.90	26.50	27.50	61.00	71.00	14.70	10.10	394.00	898.00	13.40	-58.89
2020	01	18	15	22	00	35.7727	21.10	26.50	27.50	60.00	72.00	14.90	10.40	395.00	906.00	13.41	-58.89
2020	01	18	15	23	00	35.7720	21.30	26.50	27.50	58.00	73.00	15.10	10.70	397.00	901.00	13.41	-58.89
2020	01	18	15	24	00	35.7702	21.10	26.40	27.40	61.00	72.00	15.10	10.60	400.00	927.00	13.41	-58.89
2020	01	18	15	25	00	35.7696	21.00	26.50	27.40	64.00	71.00	14.40	9.90	396.00	911.00	13.41	-58.89
2020	01	18	15	26	00	35.7684	20.80	26.50	27.40	62.00	71.00	14.80	10.30	395.00	877.00	13.41	-58.88
2020	01	18	15	27	00	35.7678	21.00	26.50	27.40	60.00	71.00	14.90	10.50	395.00	909.00	13.41	-58.88
2020	01	18	15	28	00	35.7668	20.80	26.40	27.40	57.00	71.00	15.60	11.20	394.00	897.00	13.41	-58.88
2020	01	18	15	29	00	35.7651	20.60	26.50	27.40	57.00	70.00	15.70	11.30	394.00	926.00	13.41	-58.88
2020	01	18	15	30	00	35.7642	20.30	26.50	27.40	58.00	68.00	15.70	11.30	394.00	911.00	13.41	-58.87
2020	01	18	15	31	00	35.7622	20.60	26.50	27.50	58.00	70.00	14.80	10.50	393.00	909.00	13.41	-58.87
2020	01	18	15	32	00	35.7617	20.70	26.50	27.40	56.00	70.00	14.90	10.70	393.00	898.00	13.42	-58.87
2020	01	18	15	33	00	35.7607	21.20	26.50	27.40	57.00	72.00	14.70	10.40	393.00	895.00	13.42	-58.87
2020	01	18	15	34	00	35.7602	21.40	26.40	27.40	56.00	73.00	14.80	10.40	394.00	902.00	13.42	-58.87
2020	01	18	15	35	00	35.7593	21.10	26.40	27.50	53.00	72.00	15.80	11.40	395.00	902.00	13.42	-58.86
2020	01	18	15	36	00	35.7575	21.20	26.40	27.40	59.00	73.00	14.70	10.10	394.00	896.00	13.42	-58.86
2020	01	18	15	37	00	35.7558	21.20	26.40	27.40	57.00	73.00	15.70	11.10	396.00	917.00	13.42	-58.86
2020	01	18	15	38	00	35.7540	21.00	26.40	27.40	53.00	72.00	16.10	11.50	406.00	551.00	13.42	-58.86
2020	01	18	15	39	00	35.7539	21.00	26.40	27.50	54.00	72.00	16.50	11.90	399.00	882.00	13.42	-58.85
2020	01	18	15	40	00	35.7538	20.90	26.40	27.50	59.00	71.00	15.40	10.80	396.00	928.00	13.42	-58.85
2020	01	18	15	41	00	35.7530	20.90	26.40	27.40	58.00	71.00	15.20	10.70	397.00	781.00	13.42	-58.85
2020	01	18	15	42	00	35.7529	20.90	26.40	27.40	57.00	72.00	14.90	10.40	398.00	624.00	13.43	-58.85
2020	01	18	15	43	00	35.7533	21.30	26.40	27.50	53.00	73.00	15.00	10.50	395.00	713.00	13.43	-58.84
2020	01	18	15	44	00	35.7525	21.30	26.40	27.50	53.00	73.00	15.10	10.70	396.00	904.00	13.43	-58.84
2020	01	18	15	45	00	35.7525	21.60	26.40	27.50	56.00	75.00	14.80	10.40	400.00	906.00	13.43	-58.84
2020	01	18	15	46	00	35.7511	21.70	26.40	27.50	62.00	75.00	13.60	9.10	398.00	922.00	13.43	-58.84
2020	01	18	15	47	00	35.7506	21.30	26.40	27.50	63.00	73.00	14.30	9.70	399.00	851.00	13.43	-58.84
2020	01	18	15	48	00	35.7498	21.20	26.40	27.50	63.00	73.00	14.30	9.70	395.00	909.00	13.43	-58.83
2020	01	18	15	49	00	35.7499	21.20	26.40	27.50	61.00	73.00	14.40	9.70	394.00	897.00	13.43	-58.83
2020	01	18	15	50	00	35.7495	21.40	26.50	27.50	56.00	73.00	14.90	10.10	393.00	897.00	13.43	-58.83
2020	01	18	15	51	00	35.7502	20.90	26.40	27.50	54.00	71.00	16.10	11.50	393.00	897.00	13.44	-58.83
2020	01	18	15	52	00	35.7501	21.10	26.40	27.50	54.00	73.00	15.00	10.70	393.00	894.00	13.44	-58.82
2020	01	18	15	53	00	35.7503	21.20	26.40	27.50	56.00	73.00	14.70	10.30	393.00	893.00	13.44	-58.82
2020	01	18	15	54	00	35.7496	20.90	26.40	27.50	59.00	72.00	14.90	10.50	393.00	895.00	13.44	-58.82
2020	01	18	15	55	00	35.7494	21.00	26.40	27.50	63.00	72.00	13.80	9.40	392.00	896.00	13.44	-58.82
2020	01	18	15	56	00	35.7481	21.10	26.40	27.50	63.00	72.00	13.70	9.20	392.00	893.00	13.44	-58.81
2020	01	18	15	57	00	35.7477	21.40	26.40	27.50	56.00	74.00	14.80	10.30	393.00	894.00	13.44	-58.81
2020	01	18	15	58	00	35.7464	21.30	26.40	27.40	55.00	73.00	15.30	10.80	393.00	849.00	13.44	-58.81
2020	01	18	15	59	00	35.7459	21.20	26.40	27.40	55.00	73.00	15.60	11.10	393.00	889.00	13.44	-58.81
2020	01	18	16	00	00	35.7461	21.20	26.40	27.50	58.00	73.00	14.20	9.60	392.00	896.00	13.44	-58.81
2020	01	18	16	01	00	35.7454	20.80	26.40	27.50	59.00	71.00	15.50	11.00	392.00	892.00	13.45	-58.80
2020	01	18	16	02	00	35.7452	20.70	26.40	27.50	58.00	70.00	14.60	10.00	392.00	849.00	13.45	-58.80
2020	01	18	16	03	00	35.7456	20.90	26.40	27.50	57.00	71.00	14.70	10.40	392.00	827.00	13.45	-58.80
2020	01	18	16	04	00	35.7460	21.00	26.40	27.50	55.00	72.00	15.60	11.30	393.00	900.00	13.45	-58.80
2020	01	18	16	05	00	35.7453	21.00	26.30	27.50	55.00	72.00	15.30	10.90	393.00	884.00	13.45	-58.79
2020	01	18	16	06	00	35.7449	20.90	26.40	27.50	58.00	72.00	15.40	11.00	393.00	900.00	13.45	-58.79
2020	01	18	16	07	00	35.7446	20.80	26.40	27.50	59.00	71.00	14.60	10.00	392.00	898.00	13.45	-58.79
2020	01	18	16	08	00	35.7451	21.10	26.50	27.50	57.00	72.00	14.50	10.00	392.00	896.00	13.45	-58.79
2020	01	18	16	09	00	35.7450	21.20	26.40	27.50	63.00	72.00	13.90	9.30	392.00	896.00	13.45	-58.79
2020	01	18	16	10	00	35.7442	21.40	26.40	27.50	59.00	74.00	14.10	9.50	393.00	895.00	13.45	-58.78
2020	01	18	16	11	00	35.7434	21.00	26.40	27.50	57.00	72.00	14.90	10.30	392.00	897.00	13.46	-58.78
2020	01	18	16	12	00	35.7426	20.90	26.40	27.50	57.00	71.00	14.70	10.20	391.00	899.00	13.46	-58.78
2020	01	18	16	13	00	35.7417	20.90	26.40	27.50	63.00	71.00	14.10	9.60	391.00	899.00	13.46	-58.78
2020	01	18	16	14	00	35.7419	20.80	26.40	27.50	63.00	71.00	14.20	9.70	391.00	897.00	13.46	-58.77
2020	01	18	16	15	00	35.7413	20.70	26.40	27.50	62.00	71.00	14.20	9.60	391.00	894.00	13.46	-58.77
2020	01	18	16	16	00	35.7408	21.20	26.40	27.50	63.00	72.00	13.90	9.10	391.00	896.00	13.46	-58.77
2020	01	18	16	17	00	35.7399	20.90	26.50	27.50	68.00	71.00	13.80	9.00	391.00	897.00	13.46	-58.77
2020	01	18	16	18	00	35.7393	21.20	26.50	27.50	66.00	72.00	13.80	9.10	392.00	894.00	13.46	-58.76
2020	01	18	16	19	00	35.7374	20.80	26.40	27.50	67.00	71.00	14.10	9.50	392.00	892.00	13.46	-58.76
2020	01	18	16	20	00	35.7363	20.50	26.40	27.50	62.00	69.00	14.70	10.10	392.00	897.00	13.47	-58.76
2020	01	18	16	21	00	35.7346	20.80	26.50	27.50	58.00	71.00	14.60	10.10	392.00	892.00	13.47	-58.76
2020	01	18	16	22	00	35.7326	20.60	26.40	27.50	56.00	70.00	15.20	10.80	391.00	896.00	13.47	-58.76
2020	01	18	16	23	00	35.7313	20.90	26.40	27.50	59.00	72.00	14.50	10.10	391.00	893.00	13.47	-58.75
2020	01	18	16	24	00	35.7299	21.10	26.40	27.50	58.00	72.00	14.40	10.10	392.00	892.00	13.47	-58.75
2020	01	18	16	25	00	35.7300	21.00	26.50	27.50	64.00	72.00	13.40	8.90	391.00	894.00	13.47	-58.75
2020	01	18	16	26	00	35.7288	20.90	26.40	27.50	62.00	71.00	13.40	8.90	391.00	893.00	13.47	-58.75
2020	01	18	16	27	00	35.7292	21.10	26.50	27.50	57.00	72.00	13.80	10.00	391.00	891.00	13.47	-58.74
2020	01	18	16	28	00	35.7287	20.50	26.40	27.50	55.00	69.00	13.90	11.00	392.00	893.00	13.47	-58.74
2020	01	18	16	29	00	35.7282	20.60	26.50	27.50	58.00	70.00	12.60	10.40	392.00	853.00	13.47	-58.74
2020	01	18	16	30	00	35.7287	20.20	26.50	27.50	57.00	68.00	13.30	11.60	391.00	881.00	13.47	-58.74
2020	01	18	16	31	00	35.7284	20.30	26.50	27.50	57.00	68.00	12.20	10.80	391.00	892.00	13.47	-58.74
2020	01	18	16	32	00	35.7283	20.30	26.50	27.50	59.00	69.00	12.10	10.90	391.00	888.00	13.47	-58.74
2020	01	18	16	33	00	35.7285	20.20	26.50	27.50	58.00	68.00	12.00	10.90	392.00	887.00	13.47	-58.74
2020	01	18	16	34	00	35.7285	20.10	26.50	27.50	57.00	67.00	12.30	11.10	391.00	888.00	13.47	-58.74
2020	01	18	16	35	00	35.7291	20.30	26.50	27.50	59.00	68.00	11.90	10.20	392.00	873.00	13.48	-58.74
2020	01	18	16	36	00	35.7290	20.30	26.50	27.50	60.00	68.00	13.20	10.50	392.00	885.00	13.48	-58.74
2020	01	18	16	37	00	35.7293	20.30	26.50	27.50	59.00	69.00	13.10	10.30	392.00	877.00	13.48	-58.74
2020	01	18	16	38	00	35.7298	20.50	26.40	27.50	62.00	69.00	13.40	10.30	392.00	885.00	13.48	-58.73
2020	01	18	16	39	00	35.7304	20.50	26.40	27.50	62.00	69.00	13.50	9.70	391.00	890.00	13.48	-58.73
2020	01	18	16	40	00	35.7305	20.80	26.40	27.50	57.00	71.00	14.40	10.00	392.00	877.00	13.48	-58.73
2020	01	18	16	41	00	35.7314	20.30	26.40	27.50	58.00	69.00	14.90	10.30	391.00	888.00	13.48	-58.73
2020	01	18	16	42	00	35.7313	20.10	26.50	27.50	57.00	67.00	15.20	10.60	391.00	887.00	13.48	-58.72
2020	01	18	16	43	00	35.7319	20.00	26.50	27.50	58.00	67.00	14.50	10.60	390.00	883.00	13.48	-58.72
2020	01	18	16	44	00	35.7318	20.60	26.50	27.50	57.00	69.00	13.40	10.40	391.00	889.00	13.48	-58.72
2020	01	18	16	45	00	35.7321	20.50	26.40	27.50	56.00	69.00	13.50	10.90	392.00	677.00	13.48	-58.72
2020	01	18	16	46	00	35.7330	20.60	26.40	27.50	55.00	70.00	13.10	10.50	390.00	904.00	13.48	-58.72
2020	01	18	16	47	00	35.7335	20.70	26.40	27.50	59.00	71.00	13.10	10.00	391.00	904.00	13.48	-58.72
2020	01	18	16	48	00	35.7351	20.50	26.30	27.50	60.00	70.00	13.10	9.50	392.00	888.00	13.49	-58.72
2020	01	18	16	49	00	35.7359	20.80	26.40	27.50	62.00	71.00	13.10	9.30	394.00	889.00	13.49	-58.71
2020	01	18	16	50	00	35.7365	20.50	26.40	27.50	58.00	70.00	13.60	10.20	399.00	885.00	13.49	-58.71
2020	01	18	16	51	00	35.7380	20.70	26.40	27.50	60.00	70.00	13.40	10.10	399.00	954.00	13.49	-58.71
2020	01	18	16	52	00	35.7398	20.70	26.40	27.50	64.00	70.00	12.80	9.30	397.00	923.00	13.49	-58.71
2020	01	18	16	53	00	35.7403	20.90	26.40	27.50	59.00	71.00	13.30	9.80	395.00	907.00	13.49	-58.71
2020	01	18	16	54	00	35.7421	20.70	26.40	27.50	59.00	70.00	13.30	9.80	392.00	890.00	13.49	-58.70
2020	01	18	16	55	00	35.7432	20.60	26.40	27.60	62.00	70.00	12.80	9.30	391.00	880.00	13.49	-58.70
2020	01	18	16	56	00	35.7436	20.80	26.40	27.60	60.00	71.00	13.20	9.90	390.00	877.00	13.49	-58.70
2020	01	18	16	57	00	35.7447	20.50	26.30	27.50	61.00	70.00	13.50	10.40	390.00	876.00	13.49	-58.70
2020	01	18	16	58	00	35.7457	20.50	26.30	27.50	60.00	70.00	13.30	10.20	392.00	876.00	13.49	-58.70
2020	01	18	16	59	00	35.7449	20.60	26.30	27.60	65.00	70.00	12.50	9.30	397.00	914.00	13.49	-58.70
2020	01	18	17	00	00	35.7446	20.80	26.30	27.50	65.00	71.00	12.60	9.50	399.00	939.00	13.49	-58.70
2020	01	18	17	01	00	35.7431	20.70	26.30	27.50	59.00	71.00	13.40	10.30	396.00	929.00	13.50	-58.69
2020	01	18	17	02	00	35.7419	20.90	26.40	27.50	57.00	72.00	13.00	9.90	393.00	757.00	13.50	-58.69
2020	01	18	17	03	00	35.7415	20.50	26.30	27.50	53.00	70.00	14.30	11.20	391.00	797.00	13.50	-58.69
