year	month	day	hour	minute	second	TSG2.SBE21.Salinity	WEATHER.PBWWI.DewPointPort	WEATHER.PBWWI.AirTempPort	WEATHER.PBWWI.WaterTempPort	WEATHER.PBWWI.TrueWindDir	WEATHER.PBWWI.HumidityPort	WEATHER.PBWWI.RelWindSpeed	WEATHER.PBWWI.TrueWindSpeed	WEATHER.PBWWI.LwRadiation	WEATHER.PBWWI.GlobalRadiation	CNAV2.GPGGA.Latitude	CNAV2.GPGGA.Longitude
mean	mean	mean	mean	mean	mean	PSU	°C	°C	°C	deg	%	m/s	m/s	W/m²	W/m²	°	°
2020	01	18	17	04	00	35.7415	20.30	26.30	27.50	54.00	69.00	14.50	11.30	390.00	887.00	13.50	-58.69
2020	01	18	17	05	00	35.7412	20.40	26.30	27.50	57.00	69.00	13.80	10.80	391.00	852.00	13.50	-58.69
2020	01	18	17	06	00	35.7415	20.30	26.30	27.50	56.00	69.00	13.60	10.80	392.00	877.00	13.50	-58.69
2020	01	18	17	07	00	35.7421	20.50	26.30	27.50	57.00	70.00	13.20	10.20	392.00	891.00	13.50	-58.68
2020	01	18	17	08	00	35.7429	20.80	26.40	27.50	63.00	71.00	13.10	10.00	392.00	886.00	13.50	-58.68
2020	01	18	17	09	00	35.7453	20.60	26.30	27.50	60.00	70.00	13.00	9.90	394.00	881.00	13.50	-58.68
2020	01	18	17	10	00	35.7490	20.40	26.40	27.50	56.00	69.00	13.90	10.70	396.00	780.00	13.50	-58.68
2020	01	18	17	11	00	35.7513	20.20	26.40	27.50	58.00	68.00	13.60	10.40	391.00	585.00	13.50	-58.68
2020	01	18	17	12	00	35.7533	20.40	26.30	27.50	60.00	69.00	13.40	10.30	389.00	880.00	13.50	-58.68
2020	01	18	17	13	00	35.7553	20.50	26.30	27.50	63.00	70.00	12.50	9.40	389.00	866.00	13.50	-58.68
2020	01	18	17	14	00	35.7588	20.60	26.30	27.50	65.00	70.00	12.60	9.40	390.00	861.00	13.50	-58.67
2020	01	18	17	15	00	35.7627	20.50	26.30	27.50	63.00	70.00	13.20	10.00	391.00	864.00	13.51	-58.67
2020	01	18	17	16	00	35.7654	20.50	26.30	27.50	60.00	70.00	13.30	10.00	390.00	859.00	13.51	-58.67
2020	01	18	17	17	00	35.7694	20.40	26.30	27.50	58.00	70.00	13.40	10.20	389.00	854.00	13.51	-58.67
2020	01	18	17	18	00	35.7710	20.70	26.30	27.40	65.00	71.00	12.50	9.20	390.00	848.00	13.51	-58.67
2020	01	18	17	19	00	35.7730	20.80	26.30	27.50	67.00	71.00	12.30	9.10	390.00	849.00	13.51	-58.67
2020	01	18	17	20	00	35.7744	20.60	26.30	27.40	65.00	70.00	12.40	9.10	390.00	847.00	13.51	-58.66
2020	01	18	17	21	00	35.7761	20.60	26.30	27.40	71.00	71.00	12.70	9.40	390.00	848.00	13.51	-58.66
2020	01	18	17	22	00	35.7756	20.50	26.40	27.40	68.00	70.00	13.00	9.80	390.00	848.00	13.51	-58.66
2020	01	18	17	23	00	35.7746	20.20	26.30	27.40	67.00	69.00	12.80	9.40	389.00	847.00	13.51	-58.66
2020	01	18	17	24	00	35.7751	20.50	26.30	27.40	63.00	70.00	12.70	9.40	389.00	845.00	13.51	-58.66
2020	01	18	17	25	00	35.7749	20.40	26.30	27.40	67.00	69.00	12.90	9.60	389.00	844.00	13.51	-58.66
2020	01	18	17	26	00	35.7752	20.50	26.30	27.40	68.00	70.00	12.30	8.90	389.00	839.00	13.51	-58.65
2020	01	18	17	27	00	35.7767	20.80	26.40	27.40	69.00	71.00	12.70	9.20	390.00	839.00	13.51	-58.65
2020	01	18	17	28	00	35.7779	20.30	26.30	27.40	65.00	69.00	13.10	9.70	390.00	843.00	13.52	-58.65
2020	01	18	17	29	00	35.7787	20.50	26.30	27.40	65.00	70.00	12.70	9.30	390.00	841.00	13.52	-58.65
2020	01	18	17	30	00	35.7787	20.40	26.30	27.40	65.00	70.00	12.70	9.30	391.00	838.00	13.52	-58.65
2020	01	18	17	31	00	35.7794	20.60	26.30	27.40	68.00	71.00	12.90	9.60	393.00	838.00	13.52	-58.64
2020	01	18	17	32	00	35.7802	20.30	26.30	27.40	68.00	69.00	13.30	9.90	394.00	851.00	13.52	-58.64
2020	01	18	17	33	00	35.7815	20.40	26.30	27.40	71.00	70.00	12.80	9.40	391.00	835.00	13.52	-58.64
2020	01	18	17	34	00	35.7822	20.70	26.40	27.30	68.00	71.00	12.50	9.10	390.00	826.00	13.52	-58.64
2020	01	18	17	35	00	35.7833	20.30	26.30	27.30	67.00	69.00	12.50	9.20	389.00	821.00	13.52	-58.64
2020	01	18	17	36	00	35.7834	20.40	26.30	27.30	62.00	70.00	13.00	9.70	389.00	819.00	13.52	-58.64
2020	01	18	17	37	00	35.7859	20.50	26.30	27.30	62.00	70.00	12.50	9.20	388.00	814.00	13.52	-58.63
2020	01	18	17	38	00	35.7862	20.60	26.30	27.40	67.00	70.00	12.60	9.20	388.00	815.00	13.52	-58.63
2020	01	18	17	39	00	35.7870	20.50	26.30	27.40	66.00	70.00	12.90	9.70	388.00	813.00	13.52	-58.63
2020	01	18	17	40	00	35.7891	20.60	26.30	27.40	62.00	70.00	12.70	9.60	388.00	811.00	13.52	-58.63
2020	01	18	17	41	00	35.7921	20.50	26.30	27.40	65.00	70.00	12.90	9.60	388.00	797.00	13.53	-58.63
2020	01	18	17	42	00	35.7942	20.60	26.30	27.40	68.00	70.00	12.40	9.20	388.00	808.00	13.53	-58.63
2020	01	18	17	43	00	35.7962	20.60	26.30	27.40	69.00	70.00	11.90	8.70	388.00	805.00	13.53	-58.63
2020	01	18	17	44	00	35.7989	20.80	26.30	27.40	58.00	71.00	13.00	9.20	388.00	801.00	13.53	-58.62
2020	01	18	17	45	00	35.8044	20.40	26.30	27.30	62.00	70.00	13.80	9.70	388.00	798.00	13.53	-58.62
2020	01	18	17	46	00	35.8141	20.40	26.30	27.30	60.00	70.00	13.90	9.60	387.00	798.00	13.53	-58.62
2020	01	18	17	47	00	35.8282	20.50	26.40	27.30	60.00	70.00	13.70	9.00	388.00	796.00	13.53	-58.62
2020	01	18	17	48	00	35.8284	20.50	26.40	27.30	60.00	70.00	13.90	9.00	387.00	794.00	13.53	-58.61
2020	01	18	17	49	00	35.8286	20.50	26.30	27.30	63.00	70.00	13.60	8.70	387.00	792.00	13.53	-58.61
2020	01	18	17	50	00	35.8332	20.40	26.30	27.30	63.00	70.00	13.60	8.90	388.00	788.00	13.53	-58.61
2020	01	18	17	51	00	35.8387	20.40	26.30	27.30	59.00	70.00	14.20	9.50	388.00	785.00	13.54	-58.61
2020	01	18	17	52	00	35.8419	20.60	26.30	27.30	66.00	70.00	13.60	8.90	388.00	784.00	13.54	-58.60
2020	01	18	17	53	00	35.8445	20.60	26.30	27.30	70.00	71.00	13.40	8.80	388.00	785.00	13.54	-58.60
2020	01	18	17	54	00	35.8493	20.60	26.30	27.30	71.00	71.00	13.40	8.70	388.00	783.00	13.54	-58.60
2020	01	18	17	55	00	35.8559	20.40	26.30	27.30	68.00	69.00	14.00	9.40	387.00	779.00	13.54	-58.60
2020	01	18	17	56	00	35.8668	20.20	26.40	27.30	66.00	68.00	13.50	9.00	387.00	779.00	13.54	-58.60
2020	01	18	17	57	00	35.8716	20.20	26.40	27.30	70.00	68.00	13.60	9.10	386.00	776.00	13.54	-58.59
2020	01	18	17	58	00	35.8755	20.50	26.40	27.20	64.00	70.00	13.30	8.70	386.00	776.00	13.54	-58.59
2020	01	18	17	59	00	35.8899	20.40	26.30	27.30	59.00	70.00	13.90	9.20	386.00	771.00	13.54	-58.59
2020	01	18	18	00	00	35.9005	20.40	26.30	27.30	58.00	70.00	14.10	9.50	385.00	770.00	13.54	-58.59
2020	01	18	18	01	00	35.9103	20.40	26.30	27.30	59.00	69.00	13.80	9.00	385.00	769.00	13.55	-58.58
2020	01	18	18	02	00	35.9163	20.80	26.40	27.30	58.00	71.00	13.10	8.40	385.00	765.00	13.55	-58.58
2020	01	18	18	03	00	35.9221	20.60	26.30	27.30	63.00	70.00	13.50	9.00	385.00	762.00	13.55	-58.58
2020	01	18	18	04	00	35.9303	20.40	26.30	27.30	63.00	70.00	13.10	8.70	384.00	762.00	13.55	-58.58
2020	01	18	18	05	00	35.9463	20.60	26.30	27.30	56.00	70.00	13.60	9.20	385.00	757.00	13.55	-58.57
2020	01	18	18	06	00	35.9546	20.70	26.30	27.30	58.00	71.00	13.80	9.30	385.00	755.00	13.55	-58.57
2020	01	18	18	07	00	35.9597	20.50	26.30	27.30	59.00	70.00	13.90	9.20	385.00	755.00	13.55	-58.57
2020	01	18	18	08	00	35.9643	20.50	26.30	27.30	58.00	70.00	13.90	9.20	385.00	751.00	13.55	-58.57
2020	01	18	18	09	00	35.9719	20.70	26.30	27.30	63.00	71.00	13.40	8.50	384.00	750.00	13.55	-58.56
2020	01	18	18	10	00	35.9765	20.50	26.30	27.30	66.00	70.00	13.60	8.70	385.00	747.00	13.56	-58.56
2020	01	18	18	11	00	35.9893	20.50	26.40	27.30	57.00	70.00	14.00	9.10	385.00	743.00	13.56	-58.56
2020	01	18	18	12	00	36.0424	20.40	26.30	27.30	59.00	69.00	14.00	9.00	385.00	742.00	13.56	-58.56
2020	01	18	18	13	00	36.0422	20.10	26.40	27.40	65.00	68.00	13.70	8.70	385.00	738.00	13.56	-58.55
2020	01	18	18	14	00	36.0346	20.20	26.40	27.40	62.00	68.00	13.90	8.90	384.00	739.00	13.56	-58.55
2020	01	18	18	15	00	36.0270	20.30	26.30	27.40	63.00	69.00	13.40	8.50	385.00	735.00	13.56	-58.55
2020	01	18	18	16	00	36.0148	20.50	26.40	27.40	67.00	70.00	13.40	8.50	385.00	731.00	13.56	-58.55
2020	01	18	18	17	00	36.0067	20.30	26.40	27.40	61.00	69.00	13.60	8.90	385.00	732.00	13.56	-58.54
2020	01	18	18	18	00	36.0015	20.20	26.40	27.40	61.00	69.00	13.60	9.00	384.00	729.00	13.56	-58.54
2020	01	18	18	19	00	35.9929	20.40	26.30	27.40	60.00	70.00	13.60	8.90	384.00	724.00	13.57	-58.54
2020	01	18	18	20	00	35.9851	20.00	26.30	27.40	58.00	68.00	14.30	9.60	384.00	720.00	13.57	-58.54
2020	01	18	18	21	00	35.9800	19.70	26.40	27.40	61.00	66.00	13.70	9.00	383.00	721.00	13.57	-58.54
2020	01	18	18	22	00	35.9758	20.00	26.40	27.40	56.00	67.00	13.90	9.20	383.00	719.00	13.57	-58.53
2020	01	18	18	23	00	35.9705	20.10	26.40	27.30	55.00	68.00	13.90	9.30	383.00	716.00	13.57	-58.53
2020	01	18	18	24	00	35.9681	20.10	26.40	27.40	58.00	68.00	13.50	9.30	384.00	712.00	13.57	-58.53
2020	01	18	18	25	00	35.9655	20.10	26.40	27.40	56.00	68.00	13.40	9.40	384.00	709.00	13.57	-58.53
2020	01	18	18	26	00	35.9620	20.50	26.30	27.40	56.00	70.00	12.30	8.50	384.00	707.00	13.57	-58.52
2020	01	18	18	27	00	35.9596	20.70	26.30	27.40	58.00	71.00	12.30	8.70	385.00	704.00	13.57	-58.52
2020	01	18	18	28	00	35.9581	20.60	26.30	27.30	57.00	70.00	12.80	9.30	385.00	699.00	13.57	-58.52
2020	01	18	18	29	00	35.9559	20.00	26.40	27.30	63.00	68.00	12.40	8.80	383.00	698.00	13.57	-58.52
2020	01	18	18	30	00	35.9521	20.50	26.40	27.30	58.00	70.00	12.40	9.00	384.00	696.00	13.58	-58.52
2020	01	18	18	31	00	35.9488	20.00	26.40	27.30	61.00	67.00	12.50	9.10	384.00	694.00	13.58	-58.52
2020	01	18	18	32	00	35.9461	19.80	26.40	27.30	58.00	67.00	13.30	9.80	384.00	689.00	13.58	-58.51
2020	01	18	18	33	00	35.9433	19.90	26.40	27.30	56.00	67.00	13.60	9.90	384.00	685.00	13.58	-58.51
2020	01	18	18	34	00	35.9421	20.10	26.40	27.30	59.00	68.00	12.70	8.90	384.00	681.00	13.58	-58.51
2020	01	18	18	35	00	35.9437	20.30	26.40	27.30	63.00	69.00	12.50	8.70	385.00	678.00	13.58	-58.51
2020	01	18	18	36	00	35.9451	20.60	26.40	27.30	62.00	70.00	12.20	8.40	386.00	675.00	13.58	-58.51
2020	01	18	18	37	00	35.9392	21.00	26.40	27.30	57.00	72.00	12.40	8.60	386.00	670.00	13.58	-58.50
2020	01	18	18	38	00	35.9339	20.60	26.40	27.30	58.00	70.00	12.80	9.20	385.00	669.00	13.58	-58.50
2020	01	18	18	39	00	35.9329	19.70	26.40	27.30	57.00	66.00	12.90	9.20	384.00	670.00	13.58	-58.50
2020	01	18	18	40	00	35.9308	20.20	26.50	27.30	61.00	68.00	12.00	8.50	384.00	665.00	13.58	-58.50
2020	01	18	18	41	00	35.9322	19.90	26.40	27.40	63.00	67.00	12.40	8.90	384.00	663.00	13.58	-58.50
2020	01	18	18	42	00	35.9412	19.60	26.50	27.40	57.00	66.00	12.80	9.30	385.00	661.00	13.59	-58.50
2020	01	18	18	43	00	35.9454	19.90	26.40	27.40	56.00	67.00	13.10	9.70	384.00	656.00	13.59	-58.49
2020	01	18	18	44	00	35.9451	20.20	26.40	27.40	54.00	68.00	12.60	9.20	385.00	651.00	13.59	-58.49
2020	01	18	18	45	00	35.9438	20.30	26.40	27.40	58.00	69.00	13.10	9.60	385.00	648.00	13.59	-58.49
2020	01	18	18	46	00	35.9421	20.20	26.30	27.40	60.00	69.00	12.50	9.10	385.00	646.00	13.59	-58.49
2020	01	18	18	47	00	35.9409	20.40	26.30	27.40	61.00	70.00	12.10	8.60	385.00	642.00	13.59	-58.49
2020	01	18	18	48	00	35.9379	20.60	26.30	27.40	59.00	70.00	11.90	8.30	385.00	638.00	13.59	-58.49
2020	01	18	18	49	00	35.9365	20.50	26.30	27.40	61.00	70.00	12.70	9.00	385.00	634.00	13.59	-58.48
2020	01	18	18	50	00	35.9334	20.20	26.30	27.40	57.00	68.00	12.40	8.90	385.00	633.00	13.59	-58.48
2020	01	18	18	51	00	35.9314	20.50	26.40	27.40	62.00	69.00	11.50	8.00	384.00	630.00	13.59	-58.48
2020	01	18	18	52	00	35.9294	20.30	26.40	27.40	61.00	69.00	12.40	8.70	384.00	628.00	13.59	-58.48
2020	01	18	18	53	00	35.9273	19.60	26.40	27.40	57.00	66.00	13.20	9.50	384.00	626.00	13.59	-58.48
2020	01	18	18	54	00	35.9239	19.90	26.50	27.30	55.00	67.00	13.00	9.40	385.00	622.00	13.60	-58.47
2020	01	18	18	55	00	35.9202	19.60	26.50	27.40	53.00	66.00	13.30	9.50	385.00	618.00	13.60	-58.47
2020	01	18	18	56	00	35.9164	19.70	26.50	27.40	57.00	66.00	12.60	8.80	385.00	614.00	13.60	-58.47
2020	01	18	18	57	00	35.9132	20.20	26.40	27.30	59.00	68.00	12.70	8.80	385.00	610.00	13.60	-58.47
2020	01	18	18	58	00	35.9104	20.60	26.40	27.30	56.00	70.00	12.90	9.00	385.00	604.00	13.60	-58.47
2020	01	18	18	59	00	35.9073	20.20	26.40	27.30	57.00	68.00	12.50	8.60	384.00	603.00	13.60	-58.46
2020	01	18	19	00	00	35.9058	20.30	26.40	27.30	53.00	69.00	12.40	8.60	384.00	601.00	13.60	-58.46
2020	01	18	19	01	00	35.9058	20.00	26.40	27.40	54.00	67.00	12.90	9.00	385.00	596.00	13.60	-58.46
2020	01	18	19	02	00	35.9100	20.40	26.40	27.40	59.00	69.00	12.00	8.10	385.00	592.00	13.60	-58.46
2020	01	18	19	03	00	35.9107	20.30	26.40	27.40	66.00	69.00	11.40	7.50	384.00	590.00	13.60	-58.46
2020	01	18	19	04	00	35.9094	20.40	26.40	27.30	59.00	69.00	12.30	8.60	384.00	588.00	13.60	-58.45
2020	01	18	19	05	00	35.9067	20.70	26.40	27.30	55.00	70.00	12.60	9.00	385.00	586.00	13.60	-58.45
2020	01	18	19	06	00	35.9039	20.30	26.40	27.40	56.00	69.00	13.40	9.80	385.00	581.00	13.61	-58.45
2020	01	18	19	07	00	35.9005	20.00	26.40	27.30	58.00	67.00	12.80	9.40	384.00	578.00	13.61	-58.45
2020	01	18	19	08	00	35.8968	20.00	26.40	27.30	56.00	67.00	12.70	9.30	384.00	575.00	13.61	-58.45
2020	01	18	19	09	00	35.8942	20.20	26.40	27.40	54.00	68.00	12.80	9.50	384.00	573.00	13.61	-58.45
2020	01	18	19	10	00	35.8892	20.40	26.40	27.40	54.00	69.00	12.10	8.60	384.00	568.00	13.61	-58.44
2020	01	18	19	11	00	35.8849	20.60	26.40	27.40	59.00	70.00	12.00	8.40	384.00	565.00	13.61	-58.44
2020	01	18	19	12	00	35.8801	20.20	26.40	27.40	53.00	68.00	13.30	9.80	384.00	562.00	13.61	-58.44
2020	01	18	19	13	00	35.8775	20.40	26.40	27.40	56.00	69.00	12.10	8.50	385.00	557.00	13.61	-58.44
2020	01	18	19	14	00	35.8753	20.70	26.40	27.30	57.00	71.00	11.50	8.10	386.00	554.00	13.61	-58.44
2020	01	18	19	15	00	35.8728	20.60	26.30	27.40	54.00	70.00	12.30	8.90	386.00	547.00	13.61	-58.44
2020	01	18	19	16	00	35.8680	20.60	26.40	27.40	58.00	70.00	12.30	8.90	385.00	544.00	13.61	-58.43
2020	01	18	19	17	00	35.8643	20.50	26.40	27.40	54.00	70.00	12.20	8.90	384.00	544.00	13.61	-58.43
2020	01	18	19	18	00	35.8600	20.70	26.50	27.40	54.00	70.00	12.00	8.60	384.00	539.00	13.62	-58.43
2020	01	18	19	19	00	35.8562	20.00	26.50	27.40	52.00	67.00	13.10	9.80	384.00	536.00	13.62	-58.43
2020	01	18	19	20	00	35.8567	19.30	26.50	27.40	55.00	64.00	12.70	9.40	384.00	534.00	13.62	-58.43
2020	01	18	19	21	00	35.8642	19.90	26.50	27.40	55.00	66.00	12.60	9.20	384.00	530.00	13.62	-58.43
2020	01	18	19	22	00	35.8792	20.50	26.50	27.40	56.00	69.00	12.00	8.50	385.00	525.00	13.62	-58.42
2020	01	18	19	23	00	35.8844	20.20	26.50	27.50	63.00	68.00	12.40	8.80	385.00	519.00	13.62	-58.42
2020	01	18	19	24	00	35.8839	20.00	26.50	27.50	59.00	67.00	12.40	8.90	385.00	516.00	13.62	-58.42
2020	01	18	19	25	00	35.8808	20.50	26.50	27.50	59.00	69.00	12.30	8.70	385.00	515.00	13.62	-58.42
2020	01	18	19	26	00	35.8786	20.40	26.50	27.50	59.00	69.00	12.50	8.80	385.00	508.00	13.62	-58.42
2020	01	18	19	27	00	35.8767	20.30	26.50	27.50	54.00	68.00	12.20	8.80	384.00	507.00	13.62	-58.41
2020	01	18	19	28	00	35.8740	20.00	26.50	27.50	58.00	67.00	12.80	9.30	384.00	505.00	13.62	-58.41
2020	01	18	19	29	00	35.8707	20.10	26.50	27.50	56.00	67.00	12.40	9.00	384.00	500.00	13.62	-58.41
2020	01	18	19	30	00	35.8689	20.20	26.50	27.50	57.00	68.00	12.10	8.60	385.00	496.00	13.62	-58.41
2020	01	18	19	31	00	35.8642	20.40	26.50	27.50	61.00	69.00	12.60	9.00	385.00	491.00	13.63	-58.41
2020	01	18	19	32	00	35.8632	20.30	26.40	27.50	59.00	68.00	12.20	8.70	385.00	487.00	13.63	-58.41
2020	01	18	19	33	00	35.8598	20.60	26.50	27.50	60.00	70.00	12.00	8.40	385.00	483.00	13.63	-58.40
2020	01	18	19	34	00	35.8573	20.40	26.50	27.50	59.00	69.00	12.60	9.20	384.00	479.00	13.63	-58.40
2020	01	18	19	35	00	35.8527	20.50	26.50	27.50	56.00	69.00	12.40	9.00	385.00	479.00	13.63	-58.40
2020	01	18	19	36	00	35.8493	20.30	26.50	27.50	61.00	69.00	12.60	9.10	385.00	474.00	13.63	-58.40
2020	01	18	19	37	00	35.8467	20.00	26.50	27.50	61.00	67.00	12.70	9.20	385.00	469.00	13.63	-58.40
2020	01	18	19	38	00	35.8448	20.30	26.60	27.50	53.00	68.00	13.20	9.70	384.00	464.00	13.63	-58.39
2020	01	18	19	39	00	35.8431	20.20	26.60	27.50	51.00	68.00	12.90	9.30	384.00	463.00	13.63	-58.39
2020	01	18	19	40	00	35.8410	20.30	26.60	27.50	50.00	68.00	12.60	9.10	385.00	460.00	13.63	-58.39
2020	01	18	19	41	00	35.8403	19.90	26.60	27.50	49.00	67.00	13.30	9.80	385.00	456.00	13.63	-58.39
2020	01	18	19	42	00	35.8370	19.70	26.60	27.50	50.00	66.00	13.70	10.10	384.00	451.00	13.63	-58.39
2020	01	18	19	43	00	35.8354	19.70	26.60	27.50	51.00	66.00	13.20	9.60	384.00	448.00	13.64	-58.39
2020	01	18	19	44	00	35.8299	20.00	26.50	27.50	54.00	67.00	13.00	9.50	384.00	445.00	13.64	-58.38
2020	01	18	19	45	00	35.8280	20.00	26.50	27.50	54.00	67.00	12.50	9.00	384.00	440.00	13.64	-58.38
2020	01	18	19	46	00	35.8243	20.10	26.50	27.50	58.00	68.00	12.00	8.50	383.00	437.00	13.64	-58.38
2020	01	18	19	47	00	35.8219	19.60	26.60	27.50	57.00	65.00	13.60	10.00	383.00	432.00	13.64	-58.38
2020	01	18	19	48	00	35.8189	19.30	26.60	27.50	52.00	64.00	12.90	9.40	382.00	429.00	13.64	-58.38
2020	01	18	19	49	00	35.8165	19.90	26.60	27.50	54.00	66.00	12.00	8.50	382.00	426.00	13.64	-58.37
2020	01	18	19	50	00	35.8142	20.00	26.50	27.50	55.00	67.00	12.60	9.00	383.00	421.00	13.64	-58.37
2020	01	18	19	51	00	35.8117	20.30	26.60	27.40	58.00	68.00	12.00	8.50	383.00	417.00	13.64	-58.37
2020	01	18	19	52	00	35.8098	20.20	26.50	27.40	55.00	68.00	12.70	9.30	383.00	413.00	13.64	-58.37
2020	01	18	19	53	00	35.8061	19.80	26.50	27.40	55.00	66.00	12.60	9.20	383.00	410.00	13.64	-58.37
2020	01	18	19	54	00	35.8010	19.50	26.60	27.40	58.00	65.00	12.90	9.50	383.00	406.00	13.64	-58.37
2020	01	18	19	55	00	35.7981	19.40	26.60	27.50	57.00	64.00	13.20	9.70	382.00	402.00	13.65	-58.36
2020	01	18	19	56	00	35.7939	19.70	26.50	27.40	53.00	65.00	12.60	9.30	382.00	398.00	13.65	-58.36
2020	01	18	19	57	00	35.7918	20.00	26.60	27.40	52.00	67.00	11.60	8.40	382.00	394.00	13.65	-58.36
2020	01	18	19	58	00	35.7890	19.90	26.50	27.40	56.00	66.00	12.20	8.80	383.00	390.00	13.65	-58.36
2020	01	18	19	59	00	35.7855	19.80	26.60	27.40	56.00	66.00	12.70	9.10	382.00	386.00	13.65	-58.36
2020	01	18	20	00	00	35.7825	19.80	26.50	27.40	52.00	66.00	12.70	9.10	382.00	381.00	13.65	-58.36
2020	01	18	20	01	00	35.7801	20.00	26.50	27.40	58.00	67.00	12.20	8.40	382.00	377.00	13.65	-58.35
2020	01	18	20	02	00	35.7775	19.90	26.50	27.40	57.00	67.00	12.60	8.80	382.00	374.00	13.65	-58.35
2020	01	18	20	03	00	35.7732	19.90	26.60	27.40	56.00	67.00	12.50	8.80	381.00	369.00	13.65	-58.35
2020	01	18	20	04	00	35.7705	19.80	26.60	27.50	51.00	66.00	12.70	8.90	380.00	366.00	13.65	-58.35
2020	01	18	20	05	00	35.7677	19.30	26.60	27.50	52.00	64.00	13.40	9.80	381.00	363.00	13.65	-58.35
2020	01	18	20	06	00	35.7659	19.30	26.60	27.50	55.00	64.00	13.20	9.60	381.00	359.00	13.65	-58.34
2020	01	18	20	07	00	35.7633	19.70	26.60	27.50	54.00	66.00	13.20	9.60	382.00	354.00	13.66	-58.34
2020	01	18	20	08	00	35.7618	19.50	26.60	27.50	57.00	65.00	13.50	9.70	382.00	349.00	13.66	-58.34
2020	01	18	20	09	00	35.7592	18.90	26.60	27.50	57.00	62.00	13.20	9.50	380.00	345.00	13.66	-58.34
2020	01	18	20	10	00	35.7561	19.30	26.60	27.40	58.00	64.00	12.30	8.60	380.00	341.00	13.66	-58.34
2020	01	18	20	11	00	35.7513	19.30	26.60	27.50	58.00	64.00	12.80	9.00	380.00	337.00	13.66	-58.33
2020	01	18	20	12	00	35.7482	19.30	26.60	27.50	52.00	64.00	12.30	8.50	381.00	333.00	13.66	-58.33
2020	01	18	20	13	00	35.7456	19.60	26.60	27.50	60.00	65.00	12.00	8.20	381.00	329.00	13.66	-58.33
2020	01	18	20	14	00	35.7434	18.80	26.70	27.40	57.00	62.00	13.10	9.20	380.00	324.00	13.66	-58.33
2020	01	18	20	15	00	35.7411	19.60	26.70	27.50	54.00	65.00	12.20	8.50	379.00	321.00	13.66	-58.33
2020	01	18	20	16	00	35.7387	20.00	26.60	27.50	54.00	66.00	12.00	8.40	380.00	317.00	13.66	-58.33
2020	01	18	20	17	00	35.7351	19.90	26.60	27.50	58.00	66.00	12.50	8.90	380.00	313.00	13.66	-58.32
2020	01	18	20	18	00	35.7339	19.30	26.60	27.50	59.00	64.00	12.80	9.20	380.00	309.00	13.66	-58.32
2020	01	18	20	19	00	35.7318	19.10	26.60	27.50	60.00	63.00	12.20	8.50	379.00	304.00	13.67	-58.32
2020	01	18	20	20	00	35.7298	19.40	26.60	27.50	55.00	64.00	12.60	9.10	379.00	301.00	13.67	-58.32
2020	01	18	20	21	00	35.7274	19.40	26.70	27.50	57.00	64.00	12.40	8.90	379.00	297.00	13.67	-58.32
2020	01	18	20	22	00	35.7247	19.30	26.60	27.50	58.00	64.00	12.60	9.20	379.00	292.00	13.67	-58.31
2020	01	18	20	23	00	35.7231	19.30	26.60	27.50	58.00	64.00	11.70	8.80	379.00	288.00	13.67	-58.31
2020	01	18	20	24	00	35.7216	19.60	26.60	27.50	58.00	65.00	11.40	8.80	379.00	285.00	13.67	-58.31
2020	01	18	20	25	00	35.7205	19.20	26.60	27.50	54.00	63.00	11.80	9.50	379.00	281.00	13.67	-58.31
2020	01	18	20	26	00	35.7204	19.30	26.60	27.50	58.00	64.00	11.30	9.30	379.00	277.00	13.67	-58.31
2020	01	18	20	27	00	35.7196	19.10	26.60	27.50	57.00	63.00	10.50	8.80	379.00	273.00	13.67	-58.31
2020	01	18	20	28	00	35.7192	19.30	26.60	27.50	63.00	64.00	10.20	8.80	379.00	268.00	13.67	-58.31
2020	01	18	20	29	00	35.7190	19.30	26.60	27.50	61.00	64.00	9.40	8.40	379.00	264.00	13.67	-58.31
2020	01	18	20	30	00	35.7183	19.50	26.60	27.50	57.00	65.00	9.10	8.30	379.00	259.00	13.67	-58.31
2020	01	18	20	31	00	35.7187	19.40	26.60	27.50	54.00	64.00	9.10	8.80	378.00	255.00	13.67	-58.31
2020	01	18	20	32	00	35.7185	18.90	26.60	27.50	54.00	62.00	8.70	8.40	378.00	250.00	13.67	-58.31
2020	01	18	20	33	00	35.7183	19.20	26.60	27.50	54.00	64.00	8.50	8.20	378.00	247.00	13.67	-58.31
2020	01	18	20	34	00	35.7181	19.30	26.60	27.50	55.00	64.00	8.30	8.10	377.00	244.00	13.67	-58.31
2020	01	18	20	35	00	35.7184	19.10	26.70	27.50	55.00	63.00	8.40	8.10	377.00	239.00	13.67	-58.31
2020	01	18	20	36	00	35.7184	19.30	26.70	27.40	53.00	64.00	8.30	8.00	377.00	234.00	13.67	-58.31
2020	01	18	20	37	00	35.7185	19.40	26.60	27.40	54.00	64.00	8.30	8.00	377.00	230.00	13.67	-58.31
2020	01	18	20	38	00	35.7188	19.50	26.60	27.40	58.00	65.00	8.20	7.80	378.00	226.00	13.67	-58.31
2020	01	18	20	39	00	35.7187	19.70	26.60	27.40	63.00	65.00	8.10	7.80	378.00	222.00	13.67	-58.31
2020	01	18	20	40	00	35.7185	19.60	26.60	27.40	65.00	65.00	8.40	8.10	378.00	218.00	13.67	-58.31
